Date,DayOfWeek,BusCommuters,Rail,Total
03/05/2014,W,918971,769178,1688149
03/06/2014,W,962802,775465,1738267
03/07/2014,W,958096,769821,1727917
03/08/2014,A,553250,447401,1000651
03/09/2014,U,405308,328025,733333
03/10/2014,W,959467,767043,1726510
03/11/2014,W,959134,772592,1731726
03/12/2014,W,868232,746895,1615127
03/13/2014,W,940113,785327,1725440
03/14/2014,W,955810,819256,1775066
03/15/2014,A,593789,674922,1268711
03/16/2014,U,371881,349484,721365
03/17/2014,W,932779,763579,1696358
03/18/2014,W,959483,782899,1742382
03/19/2014,W,920270,767680,1687950
03/20/2014,W,957032,786292,1743324
03/21/2014,W,959387,779226,1738613
03/22/2014,A,597815,452237,1050052
03/23/2014,U,418299,315092,733391
03/24/2014,W,923396,706637,1630033
03/25/2014,W,928067,719323,1647390
03/26/2014,W,961287,734053,1695340
03/27/2014,W,927050,725889,1652939
03/28/2014,W,944696,732211,1676907
03/29/2014,A,572055,438766,1010821
03/30/2014,U,432880,379220,812100
03/31/2014,W,940176,762112,1702288
04/01/2014,W,986346,772459,1758805
04/02/2014,W,952475,784201,1736676
04/03/2014,W,917123,765726,1682849
04/04/2014,W,941118,806643,1747761
04/05/2014,A,599182,531509,1130691
04/06/2014,U,435676,373726,809402
04/07/2014,W,913081,753038,1666119
04/08/2014,W,913012,773383,1686395
04/09/2014,W,977698,805182,1782880
04/10/2014,W,947682,806042,1753724
04/11/2014,W,953384,803062,1756446
04/12/2014,A,574622,524370,1098992
04/13/2014,U,390666,330841,721507
04/14/2014,W,792277,697727,1490004
04/15/2014,W,844484,734464,1578948
04/16/2014,W,866995,757767,1624762
04/17/2014,W,864791,770728,1635519
04/18/2014,W,814560,712086,1526646
04/19/2014,A,568016,476147,1044163
04/20/2014,U,399289,333380,732669
04/21/2014,W,876478,741631,1618109
04/22/2014,W,938052,794547,1732599
04/23/2014,W,911681,793484,1705165
04/24/2014,W,893970,794395,1688365
04/25/2014,W,936028,797851,1733879
04/26/2014,A,580601,499576,1080177
04/27/2014,U,400302,344503,744805
04/28/2014,W,884033,735132,1619165
04/29/2014,W,919869,770461,1690330
04/30/2014,W,925494,772097,1697591
05/01/2014,W,985012,788162,1773174
05/02/2014,W,981085,794448,1775533
05/03/2014,A,632332,511129,1143461
05/04/2014,U,429710,356412,786122
05/05/2014,W,963691,769476,1733167
05/06/2014,W,974250,784430,1758680
05/07/2014,W,967197,773634,1740831
05/08/2014,W,968856,794388,1763244
05/09/2014,W,921741,762641,1684382
05/10/2014,A,608188,468058,1076246
05/11/2014,U,402497,321063,723560
05/12/2014,W,880457,711215,1591672
05/13/2014,W,904717,735362,1640079
05/14/2014,W,916259,749500,1665759
05/15/2014,W,890597,751405,1642002
05/16/2014,W,900252,764035,1664287
05/17/2014,A,579674,492704,1072378
05/18/2014,U,434998,382342,817340
05/19/2014,W,885010,732346,1617356
05/20/2014,W,922226,781529,1703755
05/21/2014,W,925959,790957,1716916
05/22/2014,W,908285,788319,1696604
05/23/2014,W,906712,763127,1669839
05/24/2014,A,575483,490635,1066118
05/25/2014,U,450296,403930,854226
05/26/2014,U,413568,345231,758799
05/27/2014,W,880521,728464,1608985
05/28/2014,W,905284,751880,1657164
05/29/2014,W,901067,762505,1663572
05/30/2014,W,934382,782522,1716904
05/31/2014,A,600856,507919,1108775
06/01/2014,U,445596,376894,822490
06/02/2014,W,864622,726524,1591146
06/03/2014,W,936306,812230,1748536
06/04/2014,W,879397,762035,1641432
06/05/2014,W,910818,797899,1708717
06/06/2014,W,906586,796373,1702959
06/07/2014,A,585247,524812,1110059
06/08/2014,U,429503,393358,822861
06/09/2014,W,878784,750337,1629121
06/10/2014,W,859477,748307,1607784
06/11/2014,W,870560,761366,1631926
06/12/2014,W,880810,779426,1660236
06/13/2014,W,881991,810893,1692884
06/14/2014,A,581799,556285,1138084
06/15/2014,U,410273,388603,798876
06/16/2014,W,796802,729177,1525979
06/17/2014,W,806325,738327,1544652
06/18/2014,W,766725,717546,1484271
06/19/2014,W,803296,742211,1545507
06/20/2014,W,813597,775063,1588660
06/21/2014,A,537612,503304,1040916
06/22/2014,U,452933,427533,880466
06/23/2014,W,825185,726655,1551840
06/24/2014,W,859711,755376,1615087
06/25/2014,W,874922,761775,1636697
06/26/2014,W,883107,779277,1662384
06/27/2014,W,879565,793688,1673253
06/28/2014,A,574082,524253,1098335
06/29/2014,U,428350,534327,962677
06/30/2014,W,766381,697417,1463798
07/01/2014,W,855553,753101,1608654
07/01/2014,W,855553,753101,1608654
07/02/2014,W,824805,725327,1550132
07/02/2014,W,824805,725327,1550132
07/03/2014,W,856556,727253,1583809
07/03/2014,W,856556,727253,1583809
07/04/2014,U,478993,473842,952835
07/04/2014,U,478993,473842,952835
07/05/2014,A,513494,439422,952916
07/05/2014,A,513494,439422,952916
07/06/2014,U,410521,354469,764990
07/06/2014,U,410521,354469,764990
07/07/2014,W,821674,704301,1525975
07/07/2014,W,821674,704301,1525975
07/08/2014,W,836929,725372,1562301
07/08/2014,W,836929,725372,1562301
07/09/2014,W,855793,763164,1618957
07/09/2014,W,855793,763164,1618957
07/10/2014,W,854968,782968,1637936
07/10/2014,W,854968,782968,1637936
07/11/2014,W,839507,817078,1656585
07/11/2014,W,839507,817078,1656585
07/12/2014,A,497531,471216,968747
07/12/2014,A,497531,471216,968747
07/13/2014,U,437544,429753,867297
07/13/2014,U,437544,429753,867297
07/14/2014,W,803242,716634,1519876
07/14/2014,W,803242,716634,1519876
07/15/2014,W,828927,739993,1568920
07/15/2014,W,828927,739993,1568920
07/16/2014,W,844384,752925,1597309
07/16/2014,W,844384,752925,1597309
07/17/2014,W,837907,762599,1600506
07/17/2014,W,837907,762599,1600506
07/18/2014,W,839720,819331,1659051
07/18/2014,W,839720,819331,1659051
07/19/2014,A,578126,559893,1138019
07/19/2014,A,578126,559893,1138019
07/20/2014,U,423665,431674,855339
07/20/2014,U,423665,431674,855339
07/21/2014,W,821289,740142,1561431
07/21/2014,W,821289,740142,1561431
07/22/2014,W,825700,765642,1591342
07/22/2014,W,825700,765642,1591342
07/23/2014,W,838958,777929,1616887
07/23/2014,W,838958,777929,1616887
07/24/2014,W,833052,790076,1623128
07/24/2014,W,833052,790076,1623128
07/25/2014,W,813032,793426,1606458
07/25/2014,W,813032,793426,1606458
07/26/2014,A,563247,540197,1103444
07/26/2014,A,563247,540197,1103444
07/27/2014,U,423806,403719,827525
07/27/2014,U,423806,403719,827525
07/28/2014,W,810122,730188,1540310
07/28/2014,W,810122,730188,1540310
07/29/2014,W,810857,746646,1557503
07/29/2014,W,810857,746646,1557503
07/30/2014,W,815885,760415,1576300
07/30/2014,W,815885,760415,1576300
07/31/2014,W,819409,785640,1605049
07/31/2014,W,819409,785640,1605049
08/01/2014,W,841692,824658,1666350
08/02/2014,A,592660,571486,1164146
08/03/2014,U,420667,441136,861803
08/04/2014,W,798672,716949,1515621
08/05/2014,W,824134,737875,1562009
08/06/2014,W,827073,741608,1568681
08/07/2014,W,827473,745930,1573403
08/08/2014,W,836918,787177,1624095
08/09/2014,A,582607,552265,1134872
08/10/2014,U,427882,405792,833674
08/11/2014,W,772003,718836,1490839
08/12/2014,W,772713,719699,1492412
08/13/2014,W,817833,745654,1563487
08/14/2014,W,810388,770920,1581308
08/15/2014,W,820884,749693,1570577
08/16/2014,A,583313,501095,1084408
08/17/2014,U,422345,382210,804555
08/18/2014,W,786527,708188,1494715
08/19/2014,W,787767,727891,1515658
08/20/2014,W,829572,758067,1587639
08/21/2014,W,771537,739451,1510988
08/22/2014,W,816652,762365,1579017
08/23/2014,A,517416,459047,976463
08/24/2014,U,432777,387171,819948
08/25/2014,W,787836,712661,1500497
08/26/2014,W,858520,757206,1615726
08/27/2014,W,874420,768933,1643353
08/28/2014,W,867478,773821,1641299
08/29/2014,W,871087,781881,1652968
08/30/2014,A,581944,520855,1102799
08/31/2014,U,451820,448668,900488
09/01/2014,U,419182,366912,786094
09/02/2014,W,952266,773307,1725573
09/03/2014,W,985184,813174,1798358
09/04/2014,W,942676,794090,1736766
09/05/2014,W,933196,801886,1735082
09/06/2014,A,593846,534590,1128436
09/07/2014,U,427686,395246,822932
09/08/2014,W,956395,786501,1742896
09/09/2014,W,967610,800307,1767917
09/10/2014,W,898549,788458,1687007
09/11/2014,W,953091,833378,1786469
09/12/2014,W,929062,817716,1746778
09/13/2014,A,584842,525886,1110728
09/14/2014,U,431379,386903,818282
09/15/2014,W,924594,804175,1728769
09/16/2014,W,964802,827582,1792384
09/17/2014,W,975664,832609,1808273
09/18/2014,W,967453,848591,1816044
09/19/2014,W,955896,854602,1810498
09/20/2014,A,566053,511922,1077975
09/21/2014,U,417931,387673,805604
09/22/2014,W,947353,819134,1766487
09/23/2014,W,960506,826655,1787161
09/24/2014,W,961323,833600,1794923
09/25/2014,W,963447,824454,1787901
09/26/2014,W,957961,814285,1772246
09/27/2014,A,592901,515308,1108209
09/28/2014,U,423502,386129,809631
09/29/2014,W,934648,793644,1728292
09/30/2014,W,945847,805360,1751207
10/01/2014,W,1010778,825205,1835983
10/02/2014,W,960602,820764,1781366
10/03/2014,W,954675,811571,1766246
10/04/2014,A,557711,482714,1040425
10/05/2014,U,420636,353400,774036
10/06/2014,W,957372,798793,1756165
10/07/2014,W,971693,814006,1785699
10/08/2014,W,972010,822875,1794885
10/09/2014,W,969095,838925,1808020
10/10/2014,W,954800,839036,1793836
10/11/2014,A,584377,527418,1111795
10/12/2014,U,389901,549571,939472
10/13/2014,W,743512,714675,1458187
10/14/2014,W,914687,814971,1729658
10/15/2014,W,956165,826620,1782785
10/16/2014,W,959217,848014,1807231
10/17/2014,W,949303,844701,1794004
10/18/2014,A,567859,525540,1093399
10/19/2014,U,424169,393552,817721
10/20/2014,W,939282,801698,1740980
10/21/2014,W,947668,814300,1761968
10/22/2014,W,959209,818395,1777604
10/23/2014,W,949675,829088,1778763
10/24/2014,W,943435,815235,1758670
10/25/2014,A,586281,500235,1086516
10/26/2014,U,410811,362143,772954
10/27/2014,W,940038,792398,1732436
10/28/2014,W,953363,812867,1766230
10/29/2014,W,944219,813686,1757905
10/30/2014,W,951547,830872,1782419
10/31/2014,W,894082,800198,1694280
11/01/2014,A,556675,491328,1048003
11/02/2014,U,416049,383910,799959
11/03/2014,W,995821,805002,1800823
11/04/2014,W,971255,805374,1776629
11/05/2014,W,990008,827900,1817908
11/06/2014,W,941564,821892,1763456
11/07/2014,W,873365,802400,1675765
11/08/2014,A,563782,492608,1056390
11/09/2014,U,411806,379597,791403
11/10/2014,W,938000,786491,1724491
11/11/2014,W,759033,698289,1457322
11/12/2014,W,911664,797730,1709394
11/13/2014,W,866929,789154,1656083
11/14/2014,W,911150,794103,1705253
11/15/2014,A,532937,458706,991643
11/16/2014,U,372383,331794,704177
11/17/2014,W,863661,758113,1621774
11/18/2014,W,846179,755916,1602095
11/19/2014,W,889137,774198,1663335
11/20/2014,W,899732,786919,1686651
11/21/2014,W,898889,787291,1686180
11/22/2014,A,534874,525065,1059939
11/23/2014,U,380928,340202,721130
11/24/2014,W,857759,746052,1603811
11/25/2014,W,889039,780322,1669361
11/26/2014,W,738720,652762,1391482
11/27/2014,U,285946,233318,519264
11/28/2014,W,525696,424837,950533
11/29/2014,A,493851,417770,911621
11/30/2014,U,367831,311435,679266
12/01/2014,W,912722,743704,1656426
12/02/2014,W,926053,766316,1692369
12/03/2014,W,964141,782753,1746894
12/04/2014,W,939372,804113,1743485
12/05/2014,W,937187,800885,1738072
12/06/2014,A,569561,490865,1060426
12/07/2014,U,397656,334688,732344
12/08/2014,W,882998,734002,1617000
12/09/2014,W,911402,758780,1670182
12/10/2014,W,914038,763277,1677315
12/11/2014,W,922765,774798,1697563
12/12/2014,W,912339,773048,1685387
12/13/2014,A,575613,498945,1074558
12/14/2014,U,418122,357042,775164
12/15/2014,W,871449,725989,1597438
12/16/2014,W,875970,729798,1605768
12/17/2014,W,868378,720814,1589192
12/18/2014,W,867861,722656,1590517
12/19/2014,W,857137,716221,1573358
12/20/2014,A,537820,436322,974142
12/21/2014,U,397000,332367,729367
12/22/2014,W,705765,619508,1325273
12/23/2014,W,720116,617728,1337844
12/24/2014,W,549046,388742,937788
12/25/2014,U,238015,159831,397846
12/26/2014,W,569843,422543,992386
12/27/2014,A,449446,337243,786689
12/28/2014,U,353263,283343,636606
12/29/2014,W,654612,559416,1214028
12/30/2014,W,646243,567099,1213342
12/31/2014,W,599316,642981,1242297
