Date,DayOfWeek,BusCommuters,Rail,Total
10/28/2007,U,472765,233248,706013
10/29/2007,W,1049394,639837,1689231
10/30/2007,W,1088015,654838,1742853
10/31/2007,W,1036100,646598,1682698
11/01/2007,W,1102515,662120,1764635
11/02/2007,W,1019370,640204,1659574
11/03/2007,A,718550,331447,1049997
11/04/2007,U,491005,224395,715400
11/05/2007,W,1074116,645467,1719583
11/06/2007,W,1063193,655389,1718582
11/07/2007,W,1010629,643227,1653856
11/08/2007,W,1058758,663386,1722144
11/09/2007,W,1038131,658500,1696631
11/10/2007,A,699360,323757,1023117
11/11/2007,U,462568,216467,679035
11/12/2007,W,843086,551847,1394933
11/13/2007,W,1095253,660671,1755924
11/14/2007,W,1073985,652294,1726279
11/15/2007,W,1056246,653620,1709866
11/16/2007,W,1063833,645494,1709327
11/17/2007,A,651609,373784,1025393
11/18/2007,U,451689,224895,676584
11/19/2007,W,1045626,628079,1673705
11/20/2007,W,1055688,638081,1693769
11/21/2007,W,933046,578739,1511785
11/22/2007,U,294447,157890,452337
11/23/2007,W,619195,356064,975259
11/24/2007,A,541464,285732,827196
11/25/2007,U,396237,221021,617258
11/26/2007,W,1009519,612439,1621958
11/27/2007,W,1044685,629784,1674469
11/28/2007,W,1030447,627268,1657715
11/29/2007,W,1015386,625742,1641128
11/30/2007,W,1064598,631624,1696222
12/01/2007,A,606838,307004,913842
12/02/2007,U,423280,219797,643077
12/03/2007,W,1064265,605852,1670117
12/04/2007,W,1082140,625524,1707664
12/05/2007,W,1024462,623607,1648069
12/06/2007,W,1029586,619960,1649546
12/07/2007,W,956775,609732,1566507
12/08/2007,A,636461,326501,962962
12/09/2007,U,423634,215699,639333
12/10/2007,W,1036018,597674,1633692
12/11/2007,W,1002470,605203,1607673
12/12/2007,W,1051962,615293,1667255
12/13/2007,W,1039827,615948,1655775
12/14/2007,W,1045488,611182,1656670
12/15/2007,A,606795,316867,923662
12/16/2007,U,412777,215055,627832
12/17/2007,W,968005,564404,1532409
12/18/2007,W,1009642,582487,1592129
12/19/2007,W,1027855,587683,1615538
12/20/2007,W,1016117,578637,1594754
12/21/2007,W,1014168,563789,1577957
12/22/2007,A,613180,290854,904034
12/23/2007,U,347895,184560,532455
12/24/2007,W,531176,252649,783825
12/25/2007,U,249699,111582,361281
12/26/2007,W,707668,399662,1107330
12/27/2007,W,773602,462843,1236445
12/28/2007,W,747807,463830,1211637
12/29/2007,A,546998,277819,824817
12/30/2007,U,412003,232213,644216
12/31/2007,W,669463,405727,1075190
