Date,DayOfWeek,BusCommuters,Rail,Total
03/30/2004,W,949847,579487,1529334
03/31/2004,W,943445,579344,1522789
04/01/2004,W,1000741,592854,1593595
04/02/2004,W,1012716,589043,1601759
04/03/2004,A,633629,304787,938416
04/04/2004,U,407772,198468,606240
04/05/2004,W,971292,571811,1543103
04/06/2004,W,977036,585618,1562654
04/07/2004,W,975244,592042,1567286
04/08/2004,W,967733,588420,1556153
04/09/2004,W,799356,490037,1289393
04/10/2004,A,568003,263036,831039
04/11/2004,U,372246,162703,534949
04/12/2004,W,809673,560649,1370322
04/13/2004,W,831527,571813,1403340
04/14/2004,W,859829,593419,1453248
04/15/2004,W,864352,601171,1465523
04/16/2004,W,861336,600132,1461468
04/17/2004,A,596237,331377,927614
04/18/2004,U,423705,227626,651331
04/19/2004,W,951686,592025,1543711
04/20/2004,W,934712,592319,1527031
04/21/2004,W,943108,597005,1540113
04/22/2004,W,904333,597088,1501421
04/23/2004,W,977752,615945,1593697
04/24/2004,A,570050,314947,884997
04/25/2004,U,373444,218019,591463
04/26/2004,W,962323,576288,1538611
04/27/2004,W,985057,588215,1573272
04/28/2004,W,914358,585375,1499733
04/29/2004,W,909979,580209,1490188
04/30/2004,W,988876,579995,1568871
05/01/2004,A,577088,282452,859540
05/02/2004,U,417360,203143,620503
05/03/2004,W,1028235,580844,1609079
05/04/2004,W,1025965,615968,1641933
05/05/2004,W,1019276,622837,1642113
05/06/2004,W,994277,614497,1608774
05/07/2004,W,960594,591026,1551620
05/08/2004,A,628268,316493,944761
05/09/2004,U,441379,221375,662754
05/10/2004,W,939473,558691,1498164
05/11/2004,W,965692,583729,1549421
05/12/2004,W,944663,576643,1521306
05/13/2004,W,929271,579703,1508974
05/14/2004,W,899684,566238,1465922
05/15/2004,A,615125,308012,923137
05/16/2004,U,418466,214886,633352
05/17/2004,W,961334,567520,1528854
05/18/2004,W,957288,600273,1557561
05/19/2004,W,1010917,613954,1624871
05/20/2004,W,971148,604798,1575946
05/21/2004,W,945657,592577,1538234
05/22/2004,A,571606,316714,888320
05/23/2004,U,398101,224372,622473
05/24/2004,W,964387,572310,1536697
05/25/2004,W,967725,586827,1554552
05/26/2004,W,970166,583785,1553951
05/27/2004,W,960973,583639,1544612
05/28/2004,W,978308,574148,1552456
05/29/2004,A,556778,288249,845027
05/30/2004,U,327264,185353,512617
05/31/2004,U,352611,210076,562687
06/01/2004,W,988657,604744,1593401
06/02/2004,W,995228,605193,1600421
06/03/2004,W,1037077,597741,1634818
06/04/2004,W,1031015,619850,1650865
06/05/2004,A,664804,350348,1015152
06/06/2004,U,433813,247799,681612
06/07/2004,W,975883,602548,1578431
06/08/2004,W,985865,627174,1613039
06/09/2004,W,967899,616418,1584317
06/10/2004,W,927625,614363,1541988
06/11/2004,W,951407,584390,1535797
06/12/2004,A,626396,347638,974034
06/13/2004,U,418700,237263,655963
06/14/2004,W,947940,569479,1517419
06/15/2004,W,973303,591145,1564448
06/16/2004,W,948614,584517,1533131
06/17/2004,W,938259,585309,1523568
06/18/2004,W,945720,600582,1546302
06/19/2004,A,621841,336481,958322
06/20/2004,U,431055,231581,662636
06/21/2004,W,783458,540333,1323791
06/22/2004,W,959598,597441,1557039
06/23/2004,W,858709,578302,1437011
06/24/2004,W,828438,571439,1399877
06/25/2004,W,894184,629449,1523633
06/26/2004,A,611676,374748,986424
06/27/2004,U,430542,324978,755520
06/28/2004,W,853024,572918,1425942
06/29/2004,W,911992,643017,1555009
06/30/2004,W,906761,639979,1546740
07/01/2004,W,953538,646062,1599600
07/02/2004,W,937281,647738,1585019
07/03/2004,A,587961,418005,1005966
07/04/2004,U,446583,324563,771146
07/05/2004,U,420521,229820,650341
07/06/2004,W,877429,556428,1433857
07/07/2004,W,885461,568101,1453562
07/08/2004,W,909149,580508,1489657
07/09/2004,W,869159,560395,1429554
07/10/2004,A,593638,305695,899333
07/11/2004,U,418827,228013,646840
07/12/2004,W,883883,564588,1448471
07/13/2004,W,923012,571480,1494492
07/14/2004,W,906552,581198,1487750
07/15/2004,W,912348,615708,1528056
07/16/2004,W,898626,610788,1509414
07/17/2004,A,622104,365413,987517
07/18/2004,U,440154,271230,711384
07/19/2004,W,898918,593573,1492491
07/20/2004,W,896643,606660,1503303
07/21/2004,W,857917,590615,1448532
07/22/2004,W,858154,598156,1456310
07/23/2004,W,912722,590514,1503236
07/24/2004,A,586037,319483,905520
07/25/2004,U,425968,250189,676157
07/26/2004,W,852027,565461,1417488
07/27/2004,W,885055,590244,1475299
07/28/2004,W,883672,581804,1465476
07/29/2004,W,881356,574372,1455728
07/30/2004,W,918563,599378,1517941
07/31/2004,A,646791,376947,1023738
08/01/2004,U,455048,251600,706648
08/02/2004,W,882460,544308,1426768
08/03/2004,W,933741,570440,1504181
08/04/2004,W,867932,556467,1424399
08/05/2004,W,918039,572708,1490747
08/06/2004,W,918834,576089,1494923
08/07/2004,A,608291,319929,928220
08/08/2004,U,432272,235899,668171
08/09/2004,W,866609,543743,1410352
08/10/2004,W,859980,584756,1444736
08/11/2004,W,848020,581158,1429178
08/12/2004,W,836018,586637,1422655
08/13/2004,W,887566,591673,1479239
08/14/2004,A,659976,359470,1019446
08/15/2004,U,428984,239400,668384
08/16/2004,W,836413,531860,1368273
08/17/2004,W,847772,547281,1395053
08/18/2004,W,845492,550495,1395987
08/19/2004,W,861625,560944,1422569
08/20/2004,W,868398,568661,1437059
08/21/2004,A,660686,360597,1021283
08/22/2004,U,475738,271487,747225
08/23/2004,W,857805,566252,1424057
08/24/2004,W,819217,567497,1386714
08/25/2004,W,831352,570388,1401740
08/26/2004,W,860869,586981,1447850
08/27/2004,W,878628,605790,1484418
08/28/2004,A,548649,297684,846333
08/29/2004,U,407683,243215,650898
08/30/2004,W,884633,567769,1452402
08/31/2004,W,899858,586695,1486553
09/01/2004,W,973679,597386,1571065
09/02/2004,W,953427,599495,1552922
09/03/2004,W,975876,588503,1564379
09/04/2004,A,653547,326695,980242
09/05/2004,U,465576,257995,723571
09/06/2004,U,409232,232087,641319
09/07/2004,W,1050387,626352,1676739
09/08/2004,W,1050697,637961,1688658
09/09/2004,W,1045824,628271,1674095
09/10/2004,W,1053387,651710,1705097
09/11/2004,A,637407,355835,993242
09/12/2004,U,448166,258509,706675
09/13/2004,W,1042442,636868,1679310
09/14/2004,W,1046788,648153,1694941
09/15/2004,W,1024350,640279,1664629
09/16/2004,W,1029871,621221,1651092
09/17/2004,W,1047045,625246,1672291
09/18/2004,A,636532,340756,977288
09/19/2004,U,434873,237754,672627
09/20/2004,W,1037831,618982,1656813
09/21/2004,W,1050001,632360,1682361
09/22/2004,W,1032930,629320,1662250
09/23/2004,W,1044192,639139,1683331
09/24/2004,W,1036019,622291,1658310
09/25/2004,A,627583,322940,950523
09/26/2004,U,424978,226180,651158
09/27/2004,W,1027685,636750,1664435
09/28/2004,W,1032855,651704,1684559
09/29/2004,W,1026441,651246,1677687
09/30/2004,W,1028258,652621,1680879
10/01/2004,W,1093423,654384,1747807
10/02/2004,A,682534,363581,1046115
10/03/2004,U,450247,252513,702760
10/04/2004,W,1069102,626058,1695160
10/05/2004,W,1061080,632144,1693224
10/06/2004,W,1049585,633595,1683180
10/07/2004,W,1065448,640106,1705554
10/08/2004,W,993752,633554,1627306
10/09/2004,A,657042,363116,1020158
10/10/2004,U,421756,350585,772341
10/11/2004,W,798129,533211,1331340
10/12/2004,W,1049798,636093,1685891
10/13/2004,W,1041758,633630,1675388
10/14/2004,W,1039134,634855,1673989
10/15/2004,W,1030816,634543,1665359
10/16/2004,A,626844,326448,953292
10/17/2004,U,444240,243898,688138
10/18/2004,W,996730,609460,1606190
10/19/2004,W,1021166,624056,1645222
10/20/2004,W,1023397,623762,1647159
10/21/2004,W,1052476,637181,1689657
10/22/2004,W,1042359,629243,1671602
10/23/2004,A,596052,313794,909846
10/24/2004,U,436838,227357,664195
10/25/2004,W,1026913,612489,1639402
10/26/2004,W,1022142,621378,1643520
10/27/2004,W,1034962,628723,1663685
10/28/2004,W,1033261,629827,1663088
10/29/2004,W,1025574,630736,1656310
10/30/2004,A,594150,318073,912223
10/31/2004,U,429612,230321,659933
11/01/2004,W,953969,587503,1541472
11/02/2004,W,913103,577460,1490563
11/03/2004,W,1075369,625991,1701360
11/04/2004,W,1018608,623937,1642545
11/05/2004,W,1062739,630151,1692890
11/06/2004,A,647460,331394,978854
11/07/2004,U,427407,222194,649601
11/08/2004,W,1033733,615996,1649729
11/09/2004,W,1035702,629375,1665077
11/10/2004,W,1042750,635694,1678444
11/11/2004,W,812757,549029,1361786
11/12/2004,W,924772,606762,1531534
11/13/2004,A,625173,331920,957093
11/14/2004,U,413442,221405,634847
11/15/2004,W,1006969,611786,1618755
11/16/2004,W,1025607,623801,1649408
11/17/2004,W,1018184,620535,1638719
11/18/2004,W,951154,610552,1561706
11/19/2004,W,1021327,622698,1644025
11/20/2004,A,627629,371415,999044
11/21/2004,U,427753,229287,657040
11/22/2004,W,1018065,606086,1624151
11/23/2004,W,1019132,616805,1635937
11/24/2004,W,835824,550778,1386602
11/25/2004,U,287787,147567,435354
11/26/2004,W,591445,345213,936658
11/27/2004,A,472803,246053,718856
11/28/2004,U,384795,206685,591480
11/29/2004,W,962243,588392,1550635
11/30/2004,W,970374,600955,1571329
12/01/2004,W,1032681,614286,1646967
12/02/2004,W,1018483,613061,1631544
12/03/2004,W,1060084,615342,1675426
12/04/2004,A,638045,335317,973362
12/05/2004,U,425127,231858,656985
12/06/2004,W,1000415,587577,1587992
12/07/2004,W,948268,587165,1535433
12/08/2004,W,1017145,605103,1622248
12/09/2004,W,1006857,607436,1614293
12/10/2004,W,1010307,598887,1609194
12/11/2004,A,602774,318757,921531
12/12/2004,U,388481,205786,594267
12/13/2004,W,922941,562847,1485788
12/14/2004,W,934042,574048,1508090
12/15/2004,W,974391,584961,1559352
12/16/2004,W,969829,585749,1555578
12/17/2004,W,978842,572764,1551606
12/18/2004,A,587269,302065,889334
12/19/2004,U,320403,181261,501664
12/20/2004,W,726487,488937,1215424
12/21/2004,W,783801,508747,1292548
12/22/2004,W,725010,473787,1198797
12/23/2004,W,670666,408740,1079406
12/24/2004,W,425489,191941,617430
12/25/2004,U,213912,87992,301904
12/26/2004,U,327069,152351,479420
12/27/2004,W,650769,386604,1037373
12/28/2004,W,698229,438802,1137031
12/29/2004,W,726475,456993,1183468
12/30/2004,W,738698,457796,1196494
12/31/2004,W,633996,364015,998011
