Date,DayOfWeek,BusCommuters,Rail,Total
04/23/2005,A,541013,297122,838135
04/24/2005,U,401026,221195,622221
04/25/2005,W,1003896,610619,1614515
04/26/2005,W,1002029,620181,1622210
04/27/2005,W,932943,620361,1553304
04/28/2005,W,945137,604452,1549589
04/29/2005,W,1036716,608264,1644980
04/30/2005,A,635054,315323,950377
05/01/2005,U,406509,215144,621653
05/02/2005,W,1000310,585188,1585498
05/03/2005,W,1045152,610739,1655891
05/04/2005,W,1036608,612365,1648973
05/05/2005,W,1044204,621992,1666196
05/06/2005,W,1027299,626005,1653304
05/07/2005,A,613000,341551,954551
05/08/2005,U,441575,242829,684404
05/09/2005,W,960649,593537,1554186
05/10/2005,W,1033686,634549,1668235
05/11/2005,W,908042,592526,1500568
05/12/2005,W,976440,605243,1581683
05/13/2005,W,980674,597196,1577870
05/14/2005,A,615871,324491,940362
05/15/2005,U,400447,218269,618716
05/16/2005,W,1005555,598942,1604497
05/17/2005,W,1013627,607296,1620923
05/18/2005,W,1003414,604841,1608255
05/19/2005,W,951340,593341,1544681
05/20/2005,W,1028933,625628,1654561
05/21/2005,A,647441,353375,1000816
05/22/2005,U,436056,249081,685137
05/23/2005,W,997640,612963,1610603
05/24/2005,W,1017021,636017,1653038
05/25/2005,W,1002504,628633,1631137
05/26/2005,W,995429,632007,1627436
05/27/2005,W,987014,616101,1603115
05/28/2005,A,583683,356717,940400
05/29/2005,U,415969,261440,677409
05/30/2005,U,403677,232100,635777
05/31/2005,W,968847,591522,1560369
06/01/2005,W,1041992,613034,1655026
06/02/2005,W,1015376,603865,1619241
06/03/2005,W,1049697,616170,1665867
06/04/2005,A,621165,322782,943947
06/05/2005,U,448366,236960,685326
06/06/2005,W,1012097,619504,1631601
06/07/2005,W,1003186,628716,1631902
06/08/2005,W,984240,632453,1616693
06/09/2005,W,1000130,622726,1622856
06/10/2005,W,997687,654887,1652574
06/11/2005,A,647313,413642,1060955
06/12/2005,U,446785,287623,734408
06/13/2005,W,973038,628857,1601895
06/14/2005,W,955995,635882,1591877
06/15/2005,W,941737,637318,1579055
06/16/2005,W,931626,603660,1535286
06/17/2005,W,998232,611676,1609908
06/18/2005,A,636265,346258,982523
06/19/2005,U,459729,243775,703504
06/20/2005,W,880325,591715,1472040
06/21/2005,W,889907,606210,1496117
06/22/2005,W,890705,607690,1498395
06/23/2005,W,888587,593403,1481990
06/24/2005,W,869672,643554,1513226
06/25/2005,A,629963,398677,1028640
06/26/2005,U,456191,354882,811073
06/27/2005,W,867853,591716,1459569
06/28/2005,W,870601,632227,1502828
06/29/2005,W,871256,638601,1509857
06/30/2005,W,878941,646980,1525921
07/01/2005,W,945326,662564,1607890
07/02/2005,A,686826,463297,1150123
07/03/2005,U,559176,517599,1076775
07/04/2005,U,422316,278678,700994
07/05/2005,W,913873,569757,1483630
07/06/2005,W,926125,590642,1516767
07/07/2005,W,929359,578396,1507755
07/08/2005,W,950222,591325,1541547
07/09/2005,A,623556,331017,954573
07/10/2005,U,444647,239684,684331
07/11/2005,W,913284,573004,1486288
07/12/2005,W,909026,585394,1494420
07/13/2005,W,923039,596373,1519412
07/14/2005,W,936684,634107,1570791
07/15/2005,W,937018,631418,1568436
07/16/2005,A,640959,397796,1038755
07/17/2005,U,443824,270831,714655
07/18/2005,W,902531,582649,1485180
07/19/2005,W,937251,608460,1545711
07/20/2005,W,888241,597676,1485917
07/21/2005,W,920983,610460,1531443
07/22/2005,W,945311,614666,1559977
07/23/2005,A,604287,361618,965905
07/24/2005,U,393689,255844,649533
07/25/2005,W,850441,580681,1431122
07/26/2005,W,876111,588210,1464321
07/27/2005,W,931658,626793,1558451
07/28/2005,W,923931,626164,1550095
07/29/2005,W,928563,618229,1546792
07/30/2005,A,637235,388729,1025964
07/31/2005,U,446615,261208,707823
08/01/2005,W,954299,574337,1528636
08/02/2005,W,939108,600448,1539556
08/03/2005,W,950814,598977,1549791
08/04/2005,W,941632,597051,1538683
08/05/2005,W,965152,603948,1569100
08/06/2005,A,648849,357240,1006089
08/07/2005,U,457639,261349,718988
08/08/2005,W,910549,590758,1501307
08/09/2005,W,917522,606419,1523941
08/10/2005,W,913900,605306,1519206
08/11/2005,W,859482,588881,1448363
08/12/2005,W,929636,606537,1536173
08/13/2005,A,608908,350010,958918
08/14/2005,U,437664,248325,685989
08/15/2005,W,892308,574348,1466656
08/16/2005,W,904327,589228,1493555
08/17/2005,W,909306,590352,1499658
08/18/2005,W,855225,561329,1416554
08/19/2005,W,934667,602164,1536831
08/20/2005,A,659629,361304,1020933
08/21/2005,U,511141,292892,804033
08/22/2005,W,897988,597005,1494993
08/23/2005,W,907676,616739,1524415
08/24/2005,W,909467,616129,1525596
08/25/2005,W,907614,590749,1498363
08/26/2005,W,916046,625532,1541578
08/27/2005,A,632625,364516,997141
08/28/2005,U,445633,273101,718734
08/29/2005,W,921906,612444,1534350
08/30/2005,W,931235,625509,1556744
08/31/2005,W,928354,631355,1559709
09/01/2005,W,1019495,643731,1663226
09/02/2005,W,1015964,632104,1648068
09/03/2005,A,699122,377507,1076629
09/04/2005,U,504460,323512,827972
09/05/2005,U,469528,274053,743581
09/06/2005,W,1094714,647343,1742057
09/07/2005,W,1090847,664041,1754888
09/08/2005,W,1090390,671553,1761943
09/09/2005,W,1092990,672572,1765562
09/10/2005,A,662248,379906,1042154
09/11/2005,U,460444,257201,717645
09/12/2005,W,1088861,674800,1763661
09/13/2005,W,1081012,691104,1772116
09/14/2005,W,1072662,687668,1760330
09/15/2005,W,1070331,702096,1772427
09/16/2005,W,1061189,689685,1750874
09/17/2005,A,677602,404143,1081745
09/18/2005,U,473997,292920,766917
09/19/2005,W,1033841,657717,1691558
09/20/2005,W,1091052,685957,1777009
09/21/2005,W,1085278,685975,1771253
09/22/2005,W,1045853,672603,1718456
09/23/2005,W,1068977,699466,1768443
09/24/2005,A,632952,390116,1023068
09/25/2005,U,428577,277519,706096
09/26/2005,W,1050587,651165,1701752
09/27/2005,W,1091710,686977,1778687
09/28/2005,W,1019140,668450,1687590
09/29/2005,W,1065350,668926,1734276
09/30/2005,W,1114521,673776,1788297
10/01/2005,A,708008,373322,1081330
10/02/2005,U,451633,245477,697110
10/03/2005,W,1137817,638813,1776630
10/04/2005,W,1099740,677721,1777461
10/05/2005,W,1099507,689759,1789266
10/06/2005,W,1084528,679966,1764494
10/07/2005,W,1037669,663271,1700940
10/08/2005,A,638239,378215,1016454
10/09/2005,U,427142,372438,799580
10/10/2005,W,811357,562228,1373585
10/11/2005,W,1076154,687202,1763356
10/12/2005,W,1053577,685743,1739320
10/13/2005,W,1068998,665605,1734603
10/14/2005,W,1091226,683174,1774400
10/15/2005,A,670497,376816,1047313
10/16/2005,U,456332,268898,725230
10/17/2005,W,1046900,653518,1700418
10/18/2005,W,1071110,669214,1740324
10/19/2005,W,1056343,666799,1723142
10/20/2005,W,1057585,676430,1734015
10/21/2005,W,1064058,674291,1738349
10/22/2005,A,624399,385602,1010001
10/23/2005,U,421490,277349,698839
10/24/2005,W,995935,637292,1633227
10/25/2005,W,1034930,653259,1688189
10/26/2005,W,1041390,662049,1703439
10/27/2005,W,1039411,669962,1709373
10/28/2005,W,1050188,734562,1784750
10/29/2005,A,646559,378146,1024705
10/30/2005,U,436487,251042,687529
10/31/2005,W,1000931,636744,1637675
11/01/2005,W,1104565,668971,1773536
11/02/2005,W,1077276,667966,1745242
11/03/2005,W,1108680,678842,1787522
11/04/2005,W,994280,653744,1648024
11/05/2005,A,624689,351850,976539
11/06/2005,U,425669,239193,664862
11/07/2005,W,1060057,648893,1708950
11/08/2005,W,998603,642398,1641001
11/09/2005,W,1034556,655614,1690170
11/10/2005,W,1049433,672627,1722060
11/11/2005,W,862413,587641,1450054
11/12/2005,A,626889,351085,977974
11/13/2005,U,416141,247977,664118
11/14/2005,W,1021597,637498,1659095
11/15/2005,W,1001890,644740,1646630
11/16/2005,W,960835,625642,1586477
11/17/2005,W,982303,636292,1618595
11/18/2005,W,997001,635900,1632901
11/19/2005,A,643136,395851,1038987
11/20/2005,U,424683,243191,667874
11/21/2005,W,1023750,627654,1651404
11/22/2005,W,1012669,637432,1650101
11/23/2005,W,946475,594581,1541056
11/24/2005,U,265869,149351,415220
11/25/2005,W,542621,335201,877822
11/26/2005,A,520348,290786,811134
11/27/2005,U,378931,214449,593380
11/28/2005,W,964783,610273,1575056
11/29/2005,W,964736,621228,1585964
11/30/2005,W,975689,623427,1599116
12/01/2005,W,1002814,637299,1640113
12/02/2005,W,1012143,626729,1638872
12/03/2005,A,602909,343944,946853
12/04/2005,U,394671,232929,627600
12/05/2005,W,959432,591559,1550991
12/06/2005,W,943778,595172,1538950
12/07/2005,W,922076,591500,1513576
12/08/2005,W,900776,651313,1552089
12/09/2005,W,922330,630309,1552639
12/10/2005,A,545442,331523,876965
12/11/2005,U,384544,223869,608413
12/12/2005,W,974895,603601,1578496
12/13/2005,W,984740,612377,1597117
12/14/2005,W,959741,629222,1588963
12/15/2005,W,972435,621555,1593990
12/16/2005,W,952574,605734,1558308
12/17/2005,A,576780,326028,902808
12/18/2005,U,371336,222374,593710
12/19/2005,W,860779,535968,1396747
12/20/2005,W,894974,534766,1429740
12/21/2005,W,918067,553734,1471801
12/22/2005,W,912016,544544,1456560
12/23/2005,W,878003,479373,1357376
12/24/2005,A,481238,198644,679882
12/25/2005,U,263158,105718,368876
12/26/2005,U,437677,224784,662461
12/27/2005,W,735303,457726,1193029
12/28/2005,W,711850,462580,1174430
12/29/2005,W,738031,481238,1219269
12/30/2005,W,762706,471541,1234247
12/31/2005,A,526241,307444,833685
