Date,DayOfWeek,BusCommuters,Rail,Total
03/13/2002,W,1022145,615718,1637863
03/14/2002,W,1010579,607626,1618205
03/15/2002,W,1005654,591415,1597069
03/16/2002,A,615103,342098,957201
03/17/2002,U,390344,189640,579984
03/18/2002,W,992913,579486,1572399
03/19/2002,W,990801,590290,1581091
03/20/2002,W,993245,591401,1584646
03/21/2002,W,930667,574802,1505469
03/22/2002,W,961386,564876,1526262
03/23/2002,A,617210,290118,907328
03/24/2002,U,370997,190845,561842
03/25/2002,W,895573,544841,1440414
03/26/2002,W,938869,571086,1509955
03/27/2002,W,989393,580724,1570117
03/28/2002,W,965734,571056,1536790
03/29/2002,W,755230,472276,1227506
03/30/2002,A,616271,268843,885114
03/31/2002,U,377026,158135,535161
04/01/2002,W,971162,566861,1538023
04/02/2002,W,970537,585155,1555692
04/03/2002,W,1007100,597081,1604181
04/04/2002,W,995075,600930,1596005
04/05/2002,W,1014222,613919,1628141
04/06/2002,A,639707,318104,957811
04/07/2002,U,355354,180625,535979
04/08/2002,W,937560,578417,1515977
04/09/2002,W,1013106,607047,1620153
04/10/2002,W,1020986,618972,1639958
04/11/2002,W,1036014,629240,1665254
04/12/2002,W,917031,591700,1508731
04/13/2002,A,631465,308737,940202
04/14/2002,U,438900,210876,649776
04/15/2002,W,926258,586214,1512472
04/16/2002,W,899896,599906,1499802
04/17/2002,W,892185,593532,1485717
04/18/2002,W,896865,594280,1491145
04/19/2002,W,905545,591974,1497519
04/20/2002,A,574009,300177,874186
04/21/2002,U,356144,190405,546549
04/22/2002,W,974101,583247,1557348
04/23/2002,W,1021788,620463,1642251
04/24/2002,W,918721,602085,1520806
04/25/2002,W,1000933,626040,1626973
04/26/2002,W,1026348,615024,1641372
04/27/2002,A,513069,272746,785815
04/28/2002,U,365481,201038,566519
04/29/2002,W,1001321,584792,1586113
04/30/2002,W,1000608,604417,1605025
05/01/2002,W,1031532,605198,1636730
05/02/2002,W,976392,598086,1574478
05/03/2002,W,1075694,606513,1682207
05/04/2002,A,660227,312131,972358
05/05/2002,U,443915,207913,651828
05/06/2002,W,994227,598141,1592368
05/07/2002,W,1010608,616111,1626719
05/08/2002,W,968509,600435,1568944
05/09/2002,W,1009271,614202,1623473
05/10/2002,W,1047188,609528,1656716
05/11/2002,A,492841,252501,745342
05/12/2002,U,358446,185931,544377
05/13/2002,W,975822,570031,1545853
05/14/2002,W,1009365,598752,1608117
05/15/2002,W,1015551,600667,1616218
05/16/2002,W,906240,579727,1485967
05/17/2002,W,991682,583205,1574887
05/18/2002,A,638862,298727,937589
05/19/2002,U,419434,204421,623855
05/20/2002,W,994112,582646,1576758
05/21/2002,W,1008846,613667,1622513
05/22/2002,W,999920,618307,1618227
05/23/2002,W,969174,606199,1575373
05/24/2002,W,995434,576461,1571895
05/25/2002,A,558891,270672,829563
05/26/2002,U,436570,216172,652742
05/27/2002,U,395210,200876,596086
05/28/2002,W,959547,588932,1548479
05/29/2002,W,980049,601576,1581625
05/30/2002,W,990460,606972,1597432
05/31/2002,W,1040502,635809,1676311
06/01/2002,A,667264,371223,1038487
06/02/2002,U,423135,238648,661783
06/03/2002,W,1001778,583147,1584925
06/04/2002,W,915667,575065,1490732
06/05/2002,W,1005307,602096,1607403
06/06/2002,W,1044279,611344,1655623
06/07/2002,W,1036716,606193,1642909
06/08/2002,A,649574,323142,972716
06/09/2002,U,446760,228298,675058
06/10/2002,W,944065,583512,1527577
06/11/2002,W,969387,604162,1573549
06/12/2002,W,986714,606658,1593372
06/13/2002,W,967153,596032,1563185
06/14/2002,W,980140,605447,1585587
06/15/2002,A,644968,318379,963347
06/16/2002,U,456833,225229,682062
06/17/2002,W,980090,576747,1556837
06/18/2002,W,996706,619540,1616246
06/19/2002,W,992928,618449,1611377
06/20/2002,W,975703,628191,1603894
06/21/2002,W,979910,616117,1596027
06/22/2002,A,634013,341170,975183
06/23/2002,U,444454,232456,676910
06/24/2002,W,884749,597643,1482392
06/25/2002,W,926613,600847,1527460
06/26/2002,W,879533,601333,1480866
06/27/2002,W,914452,613276,1527728
06/28/2002,W,934562,650340,1584902
06/29/2002,A,636792,369705,1006497
06/30/2002,U,441101,309418,750519
07/01/2002,W,948966,601509,1550475
07/02/2002,W,955991,621541,1577532
07/03/2002,W,1004276,785621,1789897
07/04/2002,U,441126,279204,720330
07/05/2002,W,807831,500685,1308516
07/06/2002,A,597877,324834,922711
07/07/2002,U,445916,256321,702237
07/08/2002,W,929870,575055,1504925
07/09/2002,W,919623,579348,1498971
07/10/2002,W,941513,591208,1532721
07/11/2002,W,969657,594276,1563933
07/12/2002,W,963191,618865,1582056
07/13/2002,A,624850,324416,949266
07/14/2002,U,433166,239865,673031
07/15/2002,W,949705,608087,1557792
07/16/2002,W,946077,621832,1567909
07/17/2002,W,931752,595378,1527130
07/18/2002,W,942643,596288,1538931
07/19/2002,W,960153,612971,1573124
07/20/2002,A,635657,339113,974770
07/21/2002,U,412477,229156,641633
07/22/2002,W,900537,595784,1496321
07/23/2002,W,955084,623156,1578240
07/24/2002,W,945502,617518,1563020
07/25/2002,W,931679,608190,1539869
07/26/2002,W,942389,590601,1532990
07/27/2002,A,595484,327980,923464
07/28/2002,U,414913,215040,629953
07/29/2002,W,893147,565324,1458471
07/30/2002,W,934322,614162,1548484
07/31/2002,W,912632,603775,1516407
08/01/2002,W,969159,607964,1577123
08/02/2002,W,1004199,612785,1616984
08/03/2002,A,674990,325279,1000269
08/04/2002,U,451144,234620,685764
08/05/2002,W,941406,569627,1511033
08/06/2002,W,955681,592722,1548403
08/07/2002,W,940727,585313,1526040
08/08/2002,W,945096,589840,1534936
08/09/2002,W,968109,592938,1561047
08/10/2002,A,667701,340015,1007716
08/11/2002,U,437332,230526,667858
08/12/2002,W,908503,579800,1488303
08/13/2002,W,871791,578996,1450787
08/14/2002,W,893558,586107,1479665
08/15/2002,W,920323,599375,1519698
08/16/2002,W,903666,592393,1496059
08/17/2002,A,644076,340569,984645
08/18/2002,U,490868,285298,776166
08/19/2002,W,847798,545503,1393301
08/20/2002,W,918696,586734,1505430
08/21/2002,W,904673,572717,1477390
08/22/2002,W,829797,533893,1363690
08/23/2002,W,903292,570031,1473323
08/24/2002,A,625725,308392,934117
08/25/2002,U,441076,227484,668560
08/26/2002,W,920546,572967,1493513
08/27/2002,W,923644,596884,1520528
08/28/2002,W,922170,590348,1512518
08/29/2002,W,808555,532322,1340877
08/30/2002,W,987793,608056,1595849
08/31/2002,A,666152,345777,1011929
09/01/2002,U,477226,257229,734455
09/02/2002,U,381482,201136,582618
09/03/2002,W,1106907,625970,1732877
09/04/2002,W,1087925,634665,1722590
09/05/2002,W,1083538,634950,1718488
09/06/2002,W,1082951,634809,1717760
09/07/2002,A,643335,318886,962221
09/08/2002,U,439942,218716,658658
09/09/2002,W,1071206,630453,1701659
09/10/2002,W,1050992,640278,1691270
09/11/2002,W,1045640,631554,1677194
09/12/2002,W,1059762,645114,1704876
09/13/2002,W,1064345,655102,1719447
09/14/2002,A,642689,327322,970011
09/15/2002,U,421429,221310,642739
09/16/2002,W,1049667,617848,1667515
09/17/2002,W,1064546,644444,1708990
09/18/2002,W,1039162,643763,1682925
09/19/2002,W,1038608,640884,1679492
09/20/2002,W,1019280,626196,1645476
09/21/2002,A,674983,330553,1005536
09/22/2002,U,416973,215142,632115
09/23/2002,W,1055515,637798,1693313
09/24/2002,W,1055580,664958,1720538
09/25/2002,W,1064437,666345,1730782
09/26/2002,W,1057421,662347,1719768
09/27/2002,W,1058970,651373,1710343
09/28/2002,A,632188,338847,971035
09/29/2002,U,421618,232441,654059
09/30/2002,W,1048696,634065,1682761
10/01/2002,W,1098830,653561,1752391
10/02/2002,W,1059836,648879,1708715
10/03/2002,W,1100107,655905,1756012
10/04/2002,W,1024955,626723,1651678
10/05/2002,A,672805,338207,1011012
10/06/2002,U,423210,223075,646285
10/07/2002,W,1086922,641838,1728760
10/08/2002,W,1074824,650758,1725582
10/09/2002,W,1064324,648974,1713298
10/10/2002,W,1072954,655002,1727956
10/11/2002,W,1074197,658585,1732782
10/12/2002,A,612527,332781,945308
10/13/2002,U,407917,323103,731020
10/14/2002,W,806818,542057,1348875
10/15/2002,W,1068455,653527,1721982
10/16/2002,W,1036205,645880,1682085
10/17/2002,W,1030300,645590,1675890
10/18/2002,W,1059316,643043,1702359
10/19/2002,A,654965,333538,988503
10/20/2002,U,424767,222167,646934
10/21/2002,W,1057968,632256,1690224
10/22/2002,W,1047657,645112,1692769
10/23/2002,W,1013066,635553,1648619
10/24/2002,W,1014798,642039,1656837
10/25/2002,W,1022926,632981,1655907
10/26/2002,A,626185,331030,957215
10/27/2002,U,413385,217556,630941
10/28/2002,W,1041265,628314,1669579
10/29/2002,W,1025525,636398,1661923
10/30/2002,W,1036745,639993,1676738
10/31/2002,W,1000155,635297,1635452
11/01/2002,W,1069031,628183,1697214
11/02/2002,A,647400,313106,960506
11/03/2002,U,418620,211506,630126
11/04/2002,W,1072235,633872,1706107
11/05/2002,W,994530,613203,1607733
11/06/2002,W,1045767,644971,1690738
11/07/2002,W,1065889,664817,1730706
11/08/2002,W,995294,646927,1642221
11/09/2002,A,630142,329264,959406
11/10/2002,U,419858,220134,639992
11/11/2002,W,780558,519021,1299579
11/12/2002,W,1029700,637242,1666942
11/13/2002,W,1035982,635224,1671206
11/14/2002,W,956533,625010,1581543
11/15/2002,W,1042694,630267,1672961
11/16/2002,A,600110,314114,914224
11/17/2002,U,393692,204651,598343
11/18/2002,W,1018831,619368,1638199
11/19/2002,W,1058349,638719,1697068
11/20/2002,W,1033748,630680,1664428
11/21/2002,W,983825,621257,1605082
11/22/2002,W,1030889,618981,1649870
11/23/2002,A,631388,353053,984441
11/24/2002,U,393321,202257,595578
11/25/2002,W,992101,602628,1594729
11/26/2002,W,959679,611673,1571352
11/27/2002,W,946620,584367,1530987
11/28/2002,U,297477,145995,443472
11/29/2002,W,676405,367260,1043665
11/30/2002,A,525319,255100,780419
12/01/2002,U,362192,187150,549342
12/02/2002,W,966808,598780,1565588
12/03/2002,W,1007666,622071,1629737
12/04/2002,W,1003459,610601,1614060
12/05/2002,W,1005218,607822,1613040
12/06/2002,W,1018401,602004,1620405
12/07/2002,A,627855,318034,945889
12/08/2002,U,396717,202070,598787
12/09/2002,W,994622,575116,1569738
12/10/2002,W,1030456,601656,1632112
12/11/2002,W,1021640,603601,1625241
12/12/2002,W,1015667,602683,1618350
12/13/2002,W,1020480,600852,1621332
12/14/2002,A,653848,325639,979487
12/15/2002,U,435253,216394,651647
12/16/2002,W,1003932,577286,1581218
12/17/2002,W,985528,583328,1568856
12/18/2002,W,939870,571921,1511791
12/19/2002,W,1020038,590493,1610531
12/20/2002,W,984913,565925,1550838
12/21/2002,A,614025,284719,898744
12/22/2002,U,404210,194323,598533
12/23/2002,W,827316,467245,1294561
12/24/2002,W,621673,319916,941589
12/25/2002,U,237547,96846,334393
12/26/2002,W,661076,372317,1033393
12/27/2002,W,744896,424575,1169471
12/28/2002,A,528087,236606,764693
12/29/2002,U,380197,181081,561278
12/30/2002,W,773707,469806,1243513
12/31/2002,W,792623,456865,1249488
